Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
remove duplicate excel,3,3,720,36,0.04,21,0,0,0,48600000,"[24,24,5,30,65,13,20,16,82,20,7,20]",2025-01-20,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
cybersecurity course online,3,4,260,73,21.71,21,0,455,0.32,217000000,"[54,23,11,100,66,15,23,81,54,8,15,54]",2025-01-27,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
how does machine learning work,4,4,880,59,1.98,21,0,41,0.14,1210000000,"[88,88,88,88,88,88,72,59,59,72,88,72]",2025-01-16,"Sitelinks, Featured snippet, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
qa analyst top responsibilities and duties teamcenter,5,5,880,13,0,21,0,0,0,44700,"[100,0]",2025-01-23,"Sitelinks, Reviews, People also ask, Related searches, People also search","commercial, informational",Organic
best comptia a course online,6,5,2400,38,0,21,0,0,0,4340000,[100],2025-01-26,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, People also search",commercial,Organic
the evolution of marketing from traditional to digital,3,3,720,20,0,21,0,0,0,104000000,"[100,0]",2025-01-23,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
sql row numbers,3,3,260,34,0.08,21,0,1,0.1,41200000,"[0,0,0,0,36,100,81,0,2,0,100,36]",2025-01-04,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
best paid certifications,4,4,880,45,4.4,21,0,92,0.2,141000000,"[5,100,36,62,55,55,55,55,62,36,55,24]",2025-01-25,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
annotated for a function with 2 yield types python,6,6,880,35,0,21,0,0,0,26500000,"[100,0]",2025-01-21,"Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
cryptocurrency book,1,1,170,31,4.42,21,0,92,1,211000000,"[19,23,23,29,12,12,10,7,7,15,23,67]",2025-01-11,"Image pack, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums",transactional,People also ask
interpersonal conversation examples,1,1,320,39,0,21,0,0,0,18300000,"[6,15,44,36,81,44,44,36,100,81,19,23]",2025-01-12,"Image pack, Reviews, Video, People also ask, Related searches",informational,People also ask
rank command excel,1,1,320,53,0.04,21,0,0,0.04,26700000,"[11,100,23,23,66,54,54,54,54,54,66,44]",2025-01-18,"Sitelinks, Video, People also ask, Related searches",informational,People also ask
tablaeu,1,1,2400,66,3.83,21,0,80,0.12,846000000,"[36,10,19,19,19,29,15,13,13,23,15,15]",2025-01-20,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, People also search",navigational,People also ask
listcomp,1,1,320,76,0,21,0,0,0,228000,"[0,6,3,100,100,100,1,1,1,1,1,1]",2025-01-02,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,People also ask
latest tech breakthroughs,1,1,320,50,2.45,21,0,51,0.18,34400000,"[11,100,100,66,66,54,44,23,18,54,28,35]",2025-01-24,"Video, People also ask, Related searches, People also search",informational,People also ask
data science training,8,8,1600,77,8.25,20,0,165,0.27,1890000000,"[16,16,29,24,35,35,44,44,35,24,35,29]",2025-01-21,"Knowledge panel, Sitelinks, Reviews, People also ask, Related searches, People also search",commercial,Organic
basic kubernetes troubleshooting interview questions and answers,4,4,320,26,0,20,0,0,0,478000,"[100,0,0,0,0,0]",2025-01-12,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
concat in sql query,1,1,1600,49,0.06,20,0,1,0,11400000,"[0,54,7,5,36,24,28,19,43,15,36,5]",2025-01-24,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,People also ask
mailto html,1,1,1600,68,7.52,20,0,150,0,57000000,"[36,36,36,36,36,36,29,36,36,43,29,29]",2025-01-25,"Sitelinks, Video, People also ask, Related searches",informational,People also ask
c lang enum,4,4,320,47,0,20,0,0,0,15900000,"[4,1,13,81,100,1,1,1,1,1,45,20]",2025-01-14,"Sitelinks, Video, People also ask, Related searches",informational,Organic
project coordinator interview questions,4,4,320,10,0.2,20,0,4,0.23,59800000,"[26,26,39,32,39,32,32,21,26,26,32,32]",2025-01-06,"Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
what is hibernate,8,8,1600,69,2,20,0,40,0,57400000,"[2,13,10,10,5,5,5,8,4,10,8,8]",2025-01-24,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, People also search",informational,Organic
enumerable python,2,2,320,52,0,20,0,0,0,1300000,"[0,0,7,8,7,0,0,0,0,0,0,0]",2025-01-18,"Video, People also ask, Related searches, AI overview",informational,Organic
clickuo,1,1,1600,56,4.4,20,0,88,0.3,15800000,"[20,27,66,66,27,24,24,44,100,27,44,27]",2025-01-23,"Sitelinks, Reviews, Video, People also ask, Related searches, See results about, People also search",navigational,People also ask
randint,8,8,1600,40,0,20,0,0,0,3360000,"[44,82,65,65,55,44,34,55,44,55,65,82]",2025-01-21,"Sitelinks, People also ask, Related searches",informational,Organic
how to find the percentage of a number in excel,2,2,590,47,0,20,0,0,0,264000000,"[54,100,81,36,67,44,44,67,67,81,81,54]",2025-01-18,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
compare excel columns,2,2,590,42,0.05,20,0,1,0.03,158000000,"[5,55,30,24,55,13,10,45,81,16,30,45]",2025-01-17,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
best ides for python,3,3,320,47,2.59,20,0,51,0.05,7020000,"[4,7,24,2,1,0,7,4,2,1,100,13]",2025-01-21,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, People also search, AI overview",commercial,Organic
sql with index,4,4,320,53,1.33,20,0,26,0.02,139000000,"[11,35,23,81,81,35,66,100,35,28,100,35]",2025-01-12,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
ai ideas,4,4,320,45,1.72,20,0,34,0.18,1380000000,"[44,44,44,44,44,44,15,36,29,36,54,19]",2024-12-31,"Sitelinks, Reviews, Video, Image, Related searches, Discussions and forums",informational,Organic
most promising programming languages,2,2,590,58,3.16,20,0,63,0.05,34100000,"[8,100,16,55,45,45,36,67,67,36,67,30]",2025-01-25,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches, See results about, Discussions and forums, People also search",commercial,Organic
amazon web service,1,1,2900,98,24,20,0,480,0.16,1960000000,"[12,29,10,12,66,35,19,19,66,35,54,100]",2025-01-24,"Knowledge panel, Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches, People also search",navigational,People also ask
data science requirements,2,2,590,43,4.54,20,0,90,0.39,633000000,"[59,26,32,26,100,72,48,72,100,48,88,72]",2025-01-17,"Sitelinks, Video Carousel, People also ask, Related searches",informational,Organic
look up excel,2,2,590,58,0.1,20,0,2,0,215000000,"[13,1,16,20,16,13,10,20,10,20,13,7]",2025-01-24,"Image pack, Video, People also ask, Related searches",informational,Organic
compare two columns in excel for match,2,2,590,35,0.06,20,0,1,0.01,85000000,"[31,68,46,52,68,52,52,5,11,5,5,4]",2025-01-26,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
cissp requirements,1,1,1600,42,2.1,20,0,42,0.26,16700000,"[44,65,55,55,55,55,55,82,65,55,65,55]",2025-01-20,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,People also ask
git merge and resolve conflicts,4,4,320,46,0,20,0,0,0,3190000,"[66,66,81,54,44,44,44,44,44,54,28,35]",2025-01-02,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
programming coding,2,2,590,100,5.4,20,0,108,0.29,336000000,"[13,31,100,11,46,7,52,11,13,25,11,37]",2025-01-26,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Things to know, People also search","commercial, informational",Organic
lock cells excel formula,2,2,590,40,0,20,0,0,0,0,"[81,6,0,0,55,55,55,0,62,36,45,20]",2025-01-21,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
bit tree,7,7,1900,53,9.18,20,0,183,0,4940000000,"[44,52,44,66,4,27,20,36,80,44,100,100]",2025-01-23,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
ai interview questions,6,6,590,39,1.49,20,0,29,0.25,354000000,"[44,66,54,66,66,81,81,100,100,100,100,66]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
how to obtain percentage in excel,2,2,590,54,0.04,20,0,0,0,0,"[5,100,0,0,81,0,55,62,62,30,0,20]",2025-01-18,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
aws amazon web services,1,1,1600,90,24.97,20,0,499,0.13,149000000,"[100,19,23,29,23,3,7,12,4,4,12,23]",2025-01-22,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Twitter carousel, Related searches, Things to know, People also search",navigational,People also ask
data analyst description,2,2,590,46,2.11,20,0,42,0.11,0,"[54,67,54,54,54,81,81,100,81,81,81,67]",2025-01-20,"Sitelinks, Reviews, People also ask, Related searches, People also search","commercial, informational",Organic
azure devops certification,1,1,1600,42,3.61,20,0,72,0.38,69100000,"[68,84,84,68,68,84,68,84,68,84,84,84]",2025-01-22,"Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches",navigational,People also ask
java projects for beginners,6,6,590,30,0.94,20,0,18,0.23,260000000,"[37,37,46,25,31,25,20,20,20,100,13,16]",2025-01-18,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
remove duplicates sql,6,6,590,45,0,20,0,0,0,22300000,"[20,24,20,62,30,24,62,30,45,36,36,45]",2025-01-20,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
stdev in excel,1,1,590,36,0,20,0,0,0,37400000,"[19,54,1,0,1,1,0,1,1,2,1,0]",2025-01-19,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
monitize,4,4,1900,73,2.53,20,0,50,0.02,599000000,"[29,29,29,29,24,53,29,44,44,16,44,35]",2025-01-24,"Instant answer, Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know",informational,Things to know
python enumerate dict,4,4,320,33,0,20,0,0,0,313000,"[81,81,66,66,66,66,3,23,35,44,66,54]",2024-12-31,"Sitelinks, People also ask, Related searches",informational,Organic
how to use charts in excel,1,1,590,67,0.39,20,0,7,0.01,116000000,"[36,62,62,55,45,30,30,36,16,0,0,30]",2025-01-22,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
java string.reverswe,4,4,320,45,0,20,0,0,0,35900000,"[100,0,0,0,0,0]",2025-01-13,"Image pack, Sitelinks, People also ask, Discussions and forums",informational,Organic
concar sql columns,6,6,1900,54,0,20,0,0,0,5340,[100],2025-01-21,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,People also ask
how to freeze cells excel,1,1,590,36,0.03,20,0,0,0,6800000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2025-01-14,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, AI overview",informational,AI overview
xls concatenate,2,2,590,50,0,20,0,0,0,168000,"[0,0,0,0,0,55,0,65,100,20,0,0]",2025-01-14,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
text center of div,4,4,320,59,0,20,0,0,0,96,"[39,7,48,39,26,32,32,32,32,48,26,11]",2025-01-18,"Sitelinks, Video, People also ask, Related searches",informational,Organic
write json to file python,6,6,590,42,0,20,0,0,0,88700000,"[20,24,30,24,30,30,24,30,20,24,20,20]",2025-01-21,"Sitelinks, Video, Related searches",informational,Organic
1.0 websites,3,3,320,36,0,20,0,0,0,924000000,"[2,2,2,2,2,81,66,81,100,66,100,36]",2025-01-06,"Image pack, Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
pdf probability,10,9,2900,61,0,20,0,0,0,553000000,"[2,2,3,2,3,7,7,7,13,100,66,81]",2025-01-26,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, People also search","commercial, informational",Organic
string builder java,8,8,1600,24,0,20,0,0,0,38700000,"[36,100,79,66,54,41,36,66,36,100,79,79]",2025-01-20,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
allfuturetrends,2,2,590,66,0,20,0,0,0,1630000000,"[100,0,0,0]",2025-01-22,"Image pack, Sitelinks, People also ask, Related searches, People also search",commercial,Organic
tableausoftware,1,1,1600,62,3.14,20,0,62,0.17,4050000,"[65,100,0,0,0,65,82,82,65,44,55,55]",2025-01-21,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches, Things to know, People also search",navigational,People also ask
chi square goodness of fit,8,8,1600,58,0,20,0,0,0,0,"[43,15,28,28,43,43,8,10,10,15,19,28]",2025-01-20,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
cbap,6,6,2900,40,4.55,20,0,91,0.52,2310000,"[35,53,53,44,53,53,44,53,44,53,44,53]",2025-01-24,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, People also search","commercial, informational",Organic
array in java,7,7,2900,67,0,20,0,0,0,95700000,"[8,13,19,24,16,10,4,7,5,19,13,16]",2025-01-22,"Sitelinks, People also ask, Related searches, Things to know, Discussions and forums",informational,Organic
methods and techniques of data collection,2,2,590,46,3.17,20,0,63,0.02,681000000,"[3,100,81,100,45,8,16,10,6,16,45,13]",2025-01-13,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, Questions and answers",informational,Organic
tkinter python,3,3,2900,88,0.7,20,0,14,0.01,0,"[80,100,52,100,100,66,66,100,52,80,66,80]",2025-01-20,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches, Things to know, People also search","informational, transactional",People also ask
how do i freeze panes in excel,8,8,1600,37,0.04,20,0,0,0,750000,"[19,43,15,36,66,19,15,28,24,19,8,1]",2025-01-23,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
stack vs heap,10,10,2900,36,0,20,0,0,0,27300000,"[44,35,53,53,53,35,35,35,24,100,81,66]",2025-01-23,"Image pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
what is static in java,1,1,590,50,0,20,0,0,0,180000000,"[25,46,52,31,46,25,16,20,13,25,20,25]",2025-01-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
tensorflow:,1,1,1600,100,1.62,20,0,32,0.02,71700000,"[81,0,0,0,13,0,0,0,2,0,0,0]",2025-01-25,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, People also search","informational, navigational",People also ask
xxd command,4,2,320,45,0,20,0,0,0,485000,"[54,81,66,81,66,66,66,54,43,81,81,66]",2025-01-26,"Sitelinks, Reviews, Video, Featured snippet, People also ask",informational,Organic
vlookup help,2,2,590,70,0.64,20,0,12,0.02,0,"[66,81,81,66,81,81,66,100,100,81,81,81]",2025-01-20,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
operating system kali linux,1,0,2900,51,1.61,20,0,32,0.01,2820000,"[4,100,1,1,7,5,4,10,10,4,1,2]",2025-01-26,"Knowledge panel, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Things to know, People also search",navigational,People also ask
data analysis process,1,1,590,49,3.71,20,0,74,0.04,1630000000,"[31,37,46,52,37,37,25,31,25,25,31,25]",2025-01-16,"Sitelinks, Featured snippet, People also ask, Related searches, AI overview",informational,AI overview
how to recover unsaved excel file,9,9,2900,47,0.05,20,0,1,0.01,858000,"[65,65,81,81,81,65,65,54,65,54,100,81]",2025-01-22,"Sitelinks, Reviews, Video, People also ask, Related searches, People also search, AI overview",informational,Organic
semantic html,1,1,1600,74,1,20,0,20,0.02,108000000,"[44,66,52,52,52,66,44,36,44,44,52,36]",2025-01-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, Things to know",informational,People also ask
